document_order,depth,node_type,node_id,original_id,node_title,source_path,level_1_type,level_1_id,level_1_title,level_2_type,level_2_id,level_2_title,level_3_type,level_3_id,level_3_title,level_4_type,level_4_id,level_4_title,level_5_type,level_5_id,level_5_title,level_6_type,level_6_id,level_6_title,level_7_type,level_7_id,level_7_title
59,6,introduction,ORCCAaqzaAALj3u,,Introduction,section-combining-like-terms.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAsWWVc6L9f3,Combining Like Terms,exercises,ORCCAMokQ1WKij2,,introduction,ORCCAaqzaAALj3u,Introduction,,,
60,6,introduction,ORCCATy1NVgpAC8,,Introduction,section-combining-like-terms.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAsWWVc6L9f3,Combining Like Terms,exercises,ORCCAMokQ1WKij2,,introduction,ORCCATy1NVgpAC8,Introduction,,,
61,4,section,ORCCAKjpsv3mPGr,section-comparison-symbols-and-notation-for-intervals,Comparison Symbols and Notation for Intervals,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,,,,,,,,,
62,5,introduction,ORCCAMTy6uYIr98,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,introduction,ORCCAMTy6uYIr98,Introduction,,,,,,
63,5,subsection,ORCCAImJyiUauof,,Comparison Symbols,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,subsection,ORCCAImJyiUauof,Comparison Symbols,,,,,,
64,6,introduction,ORCCAJMC0a7xV1J,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,subsection,ORCCAImJyiUauof,Comparison Symbols,introduction,ORCCAJMC0a7xV1J,Introduction,,,
65,5,subsection,ORCCAfaJMNO6jlu,,Set-Builder and Interval Notation,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,subsection,ORCCAfaJMNO6jlu,Set-Builder and Interval Notation,,,,,,
66,6,introduction,ORCCAXhzsp7Crv1,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,subsection,ORCCAfaJMNO6jlu,Set-Builder and Interval Notation,introduction,ORCCAXhzsp7Crv1,Introduction,,,
67,6,introduction,ORCCAbdPlou7TDJ,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,subsection,ORCCAfaJMNO6jlu,Set-Builder and Interval Notation,introduction,ORCCAbdPlou7TDJ,Introduction,,,
68,5,exercises,ORCCAguDkjOAldV,,,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,,,,,,
69,6,introduction,ORCCAiHXIroTLvS,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCAiHXIroTLvS,Introduction,,,
70,6,introduction,ORCCAaXPBAK7Fmh,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCAaXPBAK7Fmh,Introduction,,,
71,6,introduction,ORCCAaOYAqgorlw,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCAaOYAqgorlw,Introduction,,,
72,6,introduction,ORCCAxfarnJelJZ,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCAxfarnJelJZ,Introduction,,,
73,6,introduction,ORCCARJhXCazJBT,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCARJhXCazJBT,Introduction,,,
74,6,introduction,ORCCAuKmk1YLpy9,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCAuKmk1YLpy9,Introduction,,,
75,6,introduction,ORCCAj0vupZT2gI,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCAj0vupZT2gI,Introduction,,,
76,6,introduction,ORCCAvf5eet91Ny,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCAvf5eet91Ny,Introduction,,,
77,6,introduction,ORCCAKFjvrdVLC3,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCAKFjvrdVLC3,Introduction,,,
78,6,introduction,ORCCABoaHpSvSGI,,Introduction,section-comparison-symbols-and-notation-for-intervals.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAKjpsv3mPGr,Comparison Symbols and Notation for Intervals,exercises,ORCCAguDkjOAldV,,introduction,ORCCABoaHpSvSGI,Introduction,,,
79,4,section,ORCCAhqk83itVBg,section-equations-inequalities-and-solutions,"Equations, Inequalities, and Solutions",section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",,,,,,,,,
80,5,introduction,ORCCAvQmK6M0os5,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",introduction,ORCCAvQmK6M0os5,Introduction,,,,,,
81,5,subsection,ORCCAtylDAFQzJo,,"Equations, Inequalities, and Solutions",section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",subsection,ORCCAtylDAFQzJo,"Equations, Inequalities, and Solutions",,,,,,
82,5,subsection,ORCCApkZCvZ8JrQ,,Checking Possible Solutions,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",subsection,ORCCApkZCvZ8JrQ,Checking Possible Solutions,,,,,,
83,5,subsection,ORCCAoMAgWdEdTA,,More Applications,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",subsection,ORCCAoMAgWdEdTA,More Applications,,,,,,
84,6,introduction,ORCCA5WBGnBe0xa,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",subsection,ORCCAoMAgWdEdTA,More Applications,introduction,ORCCA5WBGnBe0xa,Introduction,,,
85,5,subsection,ORCCA2p8FWOdNOr,,Linear Equations,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",subsection,ORCCA2p8FWOdNOr,Linear Equations,,,,,,
86,5,exercises,ORCCAwWSloUU11a,,,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",exercises,ORCCAwWSloUU11a,,,,,,,
87,6,introduction,ORCCAO5q0K49s1U,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",exercises,ORCCAwWSloUU11a,,introduction,ORCCAO5q0K49s1U,Introduction,,,
88,6,introduction,ORCCA3iloycH4c9,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",exercises,ORCCAwWSloUU11a,,introduction,ORCCA3iloycH4c9,Introduction,,,
89,6,introduction,ORCCAM7jZ8eRg8Q,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",exercises,ORCCAwWSloUU11a,,introduction,ORCCAM7jZ8eRg8Q,Introduction,,,
90,6,introduction,ORCCArzi9Kh9Jkx,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",exercises,ORCCAwWSloUU11a,,introduction,ORCCArzi9Kh9Jkx,Introduction,,,
91,6,introduction,ORCCA3GW5KXeyPw,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",exercises,ORCCAwWSloUU11a,,introduction,ORCCA3GW5KXeyPw,Introduction,,,
92,6,introduction,ORCCAiI4P7QVTXk,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",exercises,ORCCAwWSloUU11a,,introduction,ORCCAiI4P7QVTXk,Introduction,,,
93,6,introduction,ORCCAQJE6zODDl9,,Introduction,section-equations-inequalities-and-solutions.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAhqk83itVBg,"Equations, Inequalities, and Solutions",exercises,ORCCAwWSloUU11a,,introduction,ORCCAQJE6zODDl9,Introduction,,,
94,4,section,ORCCAVdM9tOf6Uh,section-solving-one-step-equations,Solving One-Step Equations,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,,,,,,,,,
95,5,introduction,ORCCAu5wmM3YikJ,,Introduction,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,introduction,ORCCAu5wmM3YikJ,Introduction,,,,,,
96,5,subsection,ORCCAc55Gn6YfPf,,Imagine Filling in the Blanks,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,subsection,ORCCAc55Gn6YfPf,Imagine Filling in the Blanks,,,,,,
97,5,subsection,ORCCAo6svDlQsXl,subsection-balancing,The Basic Principle of Algebra,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,subsection,ORCCAo6svDlQsXl,The Basic Principle of Algebra,,,,,,
98,5,subsection,ORCCAHxPqkwOBie,,Solving One-Step Equations and Stating Solution Sets,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,subsection,ORCCAHxPqkwOBie,Solving One-Step Equations and Stating Solution Sets,,,,,,
99,5,subsection,ORCCAeVWYMMVd7z,,Equations with Fractions,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,subsection,ORCCAeVWYMMVd7z,Equations with Fractions,,,,,,
100,5,exercises,ORCCAuv56eWlNX9,,,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,exercises,ORCCAuv56eWlNX9,,,,,,,
101,6,introduction,ORCCAA5ERxl0BVM,,Introduction,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,exercises,ORCCAuv56eWlNX9,,introduction,ORCCAA5ERxl0BVM,Introduction,,,
102,6,introduction,ORCCAvJbefZ6yDw,,Introduction,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,exercises,ORCCAuv56eWlNX9,,introduction,ORCCAvJbefZ6yDw,Introduction,,,
103,6,introduction,ORCCABR3Gjl7vOn,,Introduction,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,exercises,ORCCAuv56eWlNX9,,introduction,ORCCABR3Gjl7vOn,Introduction,,,
104,6,introduction,ORCCA8XsAQrmqED,,Introduction,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,exercises,ORCCAuv56eWlNX9,,introduction,ORCCA8XsAQrmqED,Introduction,,,
105,6,introduction,ORCCAFsIpk0g4Es,,Introduction,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,exercises,ORCCAuv56eWlNX9,,introduction,ORCCAFsIpk0g4Es,Introduction,,,
106,6,introduction,ORCCAmvqgQ8sZ7m,,Introduction,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,exercises,ORCCAuv56eWlNX9,,introduction,ORCCAmvqgQ8sZ7m,Introduction,,,
107,6,introduction,ORCCAR7nGPI46N1,,Introduction,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,exercises,ORCCAuv56eWlNX9,,introduction,ORCCAR7nGPI46N1,Introduction,,,
108,6,introduction,ORCCAo025li759I,,Introduction,section-solving-one-step-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAVdM9tOf6Uh,Solving One-Step Equations,exercises,ORCCAuv56eWlNX9,,introduction,ORCCAo025li759I,Introduction,,,
109,4,section,ORCCAJli43qsYg4,section-solving-one-step-inequalities,Solving One-Step Inequalities,section-solving-one-step-inequalities.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAJli43qsYg4,Solving One-Step Inequalities,,,,,,,,,
110,5,introduction,ORCCAU04spU3nLh,,Introduction,section-solving-one-step-inequalities.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAJli43qsYg4,Solving One-Step Inequalities,introduction,ORCCAU04spU3nLh,Introduction,,,,,,
111,5,subsection,ORCCAGTeAdTw8sU,,Solving Linear Inequalities,section-solving-one-step-inequalities.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAJli43qsYg4,Solving One-Step Inequalities,subsection,ORCCAGTeAdTw8sU,Solving Linear Inequalities,,,,,,
112,5,subsection,ORCCARag3cJE97P,,Negation,section-solving-one-step-inequalities.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAJli43qsYg4,Solving One-Step Inequalities,subsection,ORCCARag3cJE97P,Negation,,,,,,
113,5,exercises,ORCCA5xEYDjNak4,,,section-solving-one-step-inequalities.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCA1iDVJ49ncn,Linear Equations and Lines,chapter,ORCCA3jwFP72RXL,"Variables, Expressions, Equations, and Inequalities",section,ORCCAJli43qsYg4,Solving One-Step Inequalities,exercises,ORCCA5xEYDjNak4,,,,,,,
